LITTLE TALKS,OF MONSTERS AND MEN,0,1,07/01/14 22:29,
GUNS&AMMUNITION,JULY TALK,0,1,07/01/14 22:33,
DRIVE,R.E.M.,0,1,07/01/14 22:37,
IT'S ABOUT TIME,YOUNG THE GIANT,0,12,07/01/14 22:45,08/01/14 21:19,17/01/14 10:11,17/01/14 15:20,17/01/14 20:08,18/01/14 01:04,18/01/14 15:40,19/01/14 19:59,20/01/14 03:27,20/01/14 10:05,20/01/14 15:17,20/01/14 20:30,
HEAVEN KNOWS,THE PRETTY RECKLESS,0,6,07/01/14 22:49,08/01/14 20:51,17/01/14 22:36,18/01/14 18:32,20/01/14 03:43,20/01/14 19:50,
SOUR GIRL,STONE TEMPLE PILOTS,0,2,07/01/14 22:57,20/01/14 20:46,
TAKE IT ON FAITH,MATT MAYS,0,2,07/01/14 23:01,20/01/14 14:57,
GLYCERINE,BUSH,0,3,07/01/14 23:05,17/01/14 19:12,20/01/14 02:07,
MADNESS,MUSE,0,2,07/01/14 23:09,20/01/14 00:47,
LOST IN YOU,THREE DAYS GRACE,0,1,07/01/14 23:13,
FOREVER,HAIM,0,7,07/01/14 23:17,08/01/14 21:47,17/01/14 01:31,18/01/14 19:32,19/01/14 22:31,20/01/14 04:35,20/01/14 20:50,
PIECES,SUM 41,0,1,07/01/14 23:21,
THE DOG IS MINE,K-OS,0,1,07/01/14 23:25,
USED TO BE ALRIGHT,I MOTHER EARTH,0,1,07/01/14 23:29,
SIMPLY SIMPLE,MOTHER MOTHER,0,3,07/01/14 23:37,17/01/14 12:15,20/01/14 21:34,
DRIVE,INCUBUS,0,3,07/01/14 23:45,17/01/14 12:03,19/01/14 22:27,
OUT OF MY HEAD,JUNKHOUSE,0,1,07/01/14 23:49,
STAND UP AND RUN,BILLY TALENT,0,1,07/01/14 23:53,
AUTOMATIC FLOWERS,OUR LADY PEACE,0,1,07/01/14 23:57,
GET LUCKY,DAFT PUNK,0,1,08/01/14 00:05,
DO I WANNA KNOW?,ARCTIC MONKEYS,0,2,08/01/14 00:09,08/01/14 21:55,
BRASS MONKEY,BEASTIE BOYS,0,1,08/01/14 00:13,
STADIUM LOVE,METRIC,0,3,08/01/14 00:17,17/01/14 12:51,19/01/14 23:15,
SELF ESTEEM,THE OFFSPRING,0,2,08/01/14 00:21,20/01/14 18:46,
I SAT BY THE OCEAN,QUEENS OF THE STONE AGE,0,9,08/01/14 00:29,08/01/14 22:39,17/01/14 09:43,17/01/14 14:15,19/01/14 20:59,20/01/14 03:07,20/01/14 09:45,20/01/14 14:41,20/01/14 19:42,
THE HAND THAT FEEDS,NINE INCH NAILS,0,1,08/01/14 20:59,
GOING WITH YOU,SEBASTIEN GRAINGER,0,6,08/01/14 21:03,17/01/14 11:23,17/01/14 20:56,19/01/14 22:59,20/01/14 10:49,20/01/14 18:02,
HO HEY,THE LUMINEERS,0,3,08/01/14 21:11,19/01/14 21:35,20/01/14 06:31,
LITHIUM,NIRVANA,0,3,08/01/14 21:15,17/01/14 08:51,20/01/14 19:10,
WE STILL NEED A SONG,HAWKSLEY WORKMAN,0,1,08/01/14 21:27,
COME OUT&PLAY,THE OFFSPRING,0,1,08/01/14 21:31,
MOTHER,SAID THE WHALE,0,7,08/01/14 21:35,17/01/14 00:28,17/01/14 18:52,18/01/14 02:28,19/01/14 22:11,20/01/14 04:27,20/01/14 15:33,
YELLOW,COLDPLAY,0,1,08/01/14 21:43,
BIT BY BIT,MOTHER MOTHER,0,1,08/01/14 21:59,
RADIOACTIVE,IMAGINE DRAGONS,0,2,08/01/14 22:03,20/01/14 10:29,
LIKE A STONE,AUDIOSLAVE,0,2,08/01/14 22:07,17/01/14 22:44,
ARROWS OF DESIRE,MATTHEW GOOD,0,1,08/01/14 22:11,
LOVE WILL TEAR US APART,JOY DIVISION,0,1,08/01/14 22:15,
SIRENS,PEARL JAM,0,3,08/01/14 22:23,20/01/14 07:55,20/01/14 23:10,
ALL THESE THINGS THAT I'VE DONE,THE KILLERS,0,2,08/01/14 22:27,18/01/14 17:40,
THE GRAND OPTIMIST,CITY&COLOUR,0,1,08/01/14 22:31,
ME HERO,FOO FIGHTERS,0,1,08/01/14 22:43,
BREATHING UNDERWATER,METRIC,0,3,08/01/14 22:47,17/01/14 16:48,20/01/14 17:50,
THE WALKER,FITZ&THE TANTRUMS,0,1,08/01/14 22:51,
HARLEM,NEW POLITICS,0,5,08/01/14 22:55,17/01/14 21:04,18/01/14 17:12,20/01/14 04:11,20/01/14 20:10,
FALLEN LEAVES,BILLY TALENT,0,1,08/01/14 22:59,
BEVERLY HILLS,WEEZER,0,3,08/01/14 23:03,18/01/14 18:24,20/01/14 08:11,
SO IT GOES,HOLLERADO,0,2,08/01/14 23:07,18/01/14 17:44,
LOOKING FOR A PLACE TO HAPPEN,THE TRAGICALLY HIP,0,1,08/01/14 23:11,
DIRTY PAWS,OF MONSTERS AND MEN,0,4,08/01/14 23:15,17/01/14 18:32,18/01/14 01:12,20/01/14 01:15,
SPACEMAN,BIF NAKED,0,1,08/01/14 23:19,
HARD ROAD,SAM ROBERTS,0,2,08/01/14 23:23,20/01/14 09:13,
MAKES NO DIFFERENCE,SUM 41,0,1,16/01/14 23:56,
I HEARD I HAD,DEAR ROUGE,0,6,17/01/14 00:00,17/01/14 19:40,18/01/14 15:08,19/01/14 23:55,20/01/14 09:21,20/01/14 18:50,
LOSER,BECK,0,3,17/01/14 00:04,18/01/14 15:24,20/01/14 14:45,
THE WALKER,FITZ THE TANTRUMS,0,8,17/01/14 00:08,17/01/14 11:39,18/01/14 02:32,18/01/14 17:08,20/01/14 02:43,20/01/14 09:05,20/01/14 14:13,20/01/14 19:06,
WELCOME TO PARADISE,GREEN DAY,0,2,17/01/14 00:12,20/01/14 14:53,
HAD IT COMING,MATTHEW GOOD,0,1,17/01/14 00:16,
RECOVERY,FRANK TURNER,0,2,17/01/14 00:20,17/01/14 16:56,
IN THE END,LINKIN PARK,0,1,17/01/14 00:32,
CANNIBAL,SILVERSUN PICKUPS,0,5,17/01/14 00:36,17/01/14 21:52,18/01/14 17:32,20/01/14 12:05,20/01/14 22:50,
TEMPLE,KINGS OF LEON,0,6,17/01/14 00:48,17/01/14 22:28,19/01/14 22:03,20/01/14 02:03,20/01/14 08:25,20/01/14 18:42,
FELL IN LOVE WITH A GIRL,THE WHITE STRIPES,0,2,17/01/14 00:52,18/01/14 17:24,
STARSEED,OUR LADY PEACE,0,1,17/01/14 00:56,
AFTERLIFE,ARCADE FIRE,0,4,17/01/14 01:04,17/01/14 10:55,20/01/14 11:17,20/01/14 20:34,
PERFECT SITUATION,WEEZER,0,1,17/01/14 01:12,
HYSTERIA,MUSE,0,1,17/01/14 01:16,
WE'RE ALL IN THIS TOGETHER,SAM ROBERTS,0,4,17/01/14 01:20,17/01/14 20:40,19/01/14 23:27,20/01/14 12:33,
I'M AFRAID OF AMERICANS,DAVID BOWIE,0,1,17/01/14 01:24,
TEAM,LORDE,0,7,17/01/14 08:19,17/01/14 18:44,17/01/14 23:52,19/01/14 19:55,20/01/14 01:35,20/01/14 07:11,20/01/14 18:06,
MACHINEHEAD,BUSH,0,2,17/01/14 08:27,20/01/14 19:46,
WAYS TO GO,GROUPLOVE,0,3,17/01/14 08:39,18/01/14 19:16,20/01/14 03:51,
THE STAND,MOTHER MOTHER,0,1,17/01/14 08:55,
COME A LITTLE CLOSER,CAGE THE ELEPHANT,0,8,17/01/14 09:03,17/01/14 19:08,18/01/14 00:08,18/01/14 14:40,20/01/14 04:43,20/01/14 11:01,20/01/14 16:14,20/01/14 21:22,
WELCOME,HEY ROSETTA!,0,2,17/01/14 09:11,20/01/14 16:10,
CAPITAL G,NINE INCH NAILS,0,1,17/01/14 09:15,
THE SLO,THE BALCONIES,0,5,17/01/14 09:19,17/01/14 18:00,18/01/14 18:16,20/01/14 02:59,20/01/14 15:13,
CLAMPDOWN,THE CLASH,0,1,17/01/14 09:27,
THAT SONG,BIG WRECK,0,1,17/01/14 09:35,
HASH PIPE,WEEZER,0,1,17/01/14 09:47,
FEELING GOOD,THE SHEEPDOGS,0,1,17/01/14 09:51,
USE SOMEBODY,KINGS OF LEON,0,1,17/01/14 09:59,
TONIGHT TONIGHT,THE SMASHING PUMPKINS,0,1,17/01/14 10:03,
LOCKED IN THE TRUNK OF A CAR,THE TRAGICALLY HIP,0,1,17/01/14 10:15,
HERE IT GOES AGAIN,OK GO,0,1,17/01/14 10:19,
